,Distrito,Cluster KM,Cluster HAC ,Cluster DB SP
340,"SAN MARTIN, MOYOBAMBA, MOYOBAMBA",0,4,0
341,"SAN MARTIN, MOYOBAMBA, SORITOR",0,4,0
342,"SAN MARTIN, MOYOBAMBA, YANTALO",0,4,0
343,"SAN MARTIN, PICOTA, CASPISAPA",0,4,0
344,"SAN MARTIN, PICOTA, PICOTA",0,4,0
345,"SAN MARTIN, PICOTA, PUCACACA",0,4,0
346,"SAN MARTIN, PICOTA, SAN HILARION",0,4,0
347,"SAN MARTIN, PICOTA, TINGO DE PONASA",0,4,0
348,"SAN MARTIN, RIOJA, ELIAS SOPLIN VARGAS",0,4,0
349,"SAN MARTIN, RIOJA, NUEVA CAJAMARCA",0,4,0
350,"SAN MARTIN, RIOJA, PARDO MIGUEL",0,4,0
351,"SAN MARTIN, RIOJA, POSIC",0,4,1
352,"SAN MARTIN, RIOJA, RIOJA",0,4,0
353,"SAN MARTIN, RIOJA, SAN FERNANDO",0,4,0
354,"SAN MARTIN, SAN MARTIN, CACATACHI",0,4,0
355,"SAN MARTIN, SAN MARTIN, CHAZUTA",0,4,1
356,"SAN MARTIN, SAN MARTIN, EL PORVENIR",0,4,0
357,"SAN MARTIN, SAN MARTIN, LA BANDA DE SHILCAYO",0,4,0
358,"SAN MARTIN, SAN MARTIN, MORALES",0,4,0
359,"SAN MARTIN, SAN MARTIN, PAPAPLAYA",0,4,0
360,"SAN MARTIN, SAN MARTIN, SAN ANTONIO",0,4,0
361,"SAN MARTIN, SAN MARTIN, SHAPAJA",0,4,0
362,"SAN MARTIN, SAN MARTIN, TARAPOTO",0,4,0
363,"SAN MARTIN, TOCACHE, NUEVO PROGRESO",0,4,0
364,"SAN MARTIN, TOCACHE, POLVORA",0,4,0
365,"SAN MARTIN, TOCACHE, SHUNTE",0,4,0
366,"SAN MARTIN, TOCACHE, TOCACHE",0,4,0
367,"SAN MARTIN, TOCACHE, UCHIZA",0,4,0
368,"TUMBES, CONTRALMIRANTE VILLAR, CANOAS DE PUNTA SAL",5,2,0
369,"TUMBES, CONTRALMIRANTE VILLAR, CASITAS",0,4,0
370,"TUMBES, CONTRALMIRANTE VILLAR, ZORRITOS",0,4,0
371,"TUMBES, TUMBES, CORRALES",0,4,0
372,"TUMBES, TUMBES, LA CRUZ",0,4,0
373,"TUMBES, TUMBES, PAMPAS DE HOSPITAL",0,4,0
374,"TUMBES, TUMBES, SAN JACINTO",0,4,0
375,"TUMBES, TUMBES, SAN JUAN DE LA VIRGEN",0,4,0
376,"TUMBES, TUMBES, TUMBES",0,4,0
377,"TUMBES, ZARUMILLA, AGUAS VERDES",0,4,0
378,"TUMBES, ZARUMILLA, MATAPALO",0,4,0
379,"TUMBES, ZARUMILLA, PAPAYAL",0,4,0
380,"TUMBES, ZARUMILLA, ZARUMILLA",0,4,0
381,"UCAYALI, ATALAYA, RAYMONDI",0,4,0
382,"UCAYALI, ATALAYA, SEPAHUA",0,4,0
383,"UCAYALI, ATALAYA, TAHUANIA",0,4,1
384,"UCAYALI, ATALAYA, YURUA",0,4,0
385,"UCAYALI, CORONEL PORTILLO, CALLERIA",0,4,0
386,"UCAYALI, CORONEL PORTILLO, CAMPOVERDE",0,4,0
387,"UCAYALI, CORONEL PORTILLO, MANANTAY",0,4,0
388,"UCAYALI, CORONEL PORTILLO, MASISEA",0,4,0
389,"UCAYALI, CORONEL PORTILLO, NUEVA REQUENA",0,4,0
390,"UCAYALI, CORONEL PORTILLO, YARINACOCHA",0,4,0
391,"UCAYALI, PADRE ABAD, ALEXANDER VON HUMBOLDT",0,4,1
392,"UCAYALI, PADRE ABAD, CURIMANA",0,4,0
393,"UCAYALI, PADRE ABAD, IRAZOLA",0,4,0
394,"UCAYALI, PADRE ABAD, NESHUYA",0,4,0
395,"UCAYALI, PADRE ABAD, PADRE ABAD",0,4,0
