#,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Natalicio Talavera,3510.918535,3580.384351,3650.643381,3721.792934,3794.194256,3868.126419,3943.34504,4020.224696,4099.112541,4180.009982,4262.915636,4347.710675,4434.703772,4523.774792,4614.827161,4708.045231,4803.30896,4900.535918,4999.656461,5100.509218,5203.399975,5308.246287,5415.052363,5523.835228,5634.659204,5748.016565
Numi,3601.274919,3594.672802,3587.559706,3580.040669,3572.461598,3565.064338,3557.597758,3550.378286,3543.671674,3537.42786,3531.597333,3526.038073,3520.957804,3516.213404,3511.689076,3507.487239,3503.480144,3499.574563,3495.695328,3491.708096,3487.804083,3483.90407,3479.99005,3476.052448,3472.113824,3468.449509
San Salvador,3504.190378,3473.505841,3442.526298,3411.360507,3380.341987,3349.697143,3319.18618,3289.101592,3259.68112,3230.867223,3202.60418,3174.754406,3147.49704,3120.693892,3094.235661,3068.206701,3042.487856,3016.994848,2991.65938,2966.366805,2941.278979,2916.326416,2891.493113,2866.771293,2842.177566,2817.936531
Yataity,4114.144984,4149.208361,4183.920506,4218.38757,4253.00618,4288.064092,4323.260628,4358.98115,4395.562798,4432.960823,4471.129146,4509.900864,4549.553384,4589.918155,4630.854135,4672.505517,4714.712979,4757.356309,4800.335833,4843.465033,4887.006371,4930.850064,4974.969209,5019.348176,5064.01714,5109.38064
Dr. Bottrell,1461.220906,1474.503047,1487.674739,1500.772841,1513.938183,1527.273321,1540.672211,1554.271971,1568.193702,1582.422332,1596.942053,1611.693986,1626.778428,1642.135343,1657.715804,1673.572402,1689.648,1705.901169,1722.295998,1738.767033,1755.408726,1772.181904,1789.077593,1806.091331,1823.233805,1840.652463
Paso Yobai,21479.93563,21744.53595,22008.91542,22273.60616,22540.69235,22811.7117,23085.09355,23362.90433,23646.99287,23937.17137,24233.23785,24534.33105,24842.0092,25155.39259,25473.76186,25797.953,26127.11193,26460.62177,26797.93737,27138.0518,27482.44368,27830.50939,28182.11535,28537.20079,28895.93335,29260.67169
Tebicuary,2428.970613,2463.908021,2498.997863,2534.302139,2570.060033,2606.450156,2643.296615,2680.839405,2719.295476,2758.648959,2798.882156,2839.900885,2881.890943,2924.755957,2968.4179,3012.979568,3058.346143,3104.450861,3151.23352,3198.58025,3246.668728,3295.431458,3344.856486,3394.941022,3445.707618,3497.443541
Dpto. Caaguazu,456442,461931.2913,467267.9399,472474.399,477597.4349,482648.3444,487665.8031,492665.1488,497661.425,502693.5835,507792.9981,512957.7315,518217.871,523566.65,528993.5575,534522.3565,540175.7207,545904.4133,551774.3164,557733.1239,563802.524,569967.4146,576260.6529,582630.3733,589117.1181,595767.157
Coronel Oviedo,87446.20094,89135.38999,90811.03282,92476.88691,94141.63567,95807.14608,97480.8481,99165.65335,100864.5139,102585.3491,104334.7174,106112.4681,107925.1029,109771.5681,111649.9718,113565.6598,115523.8569,117514.4392,119551.9424,121625.5074,123740.2166,125893.1294,128091.8941,130325.3838,132602.9824,134935.5786
Caaguazu,103759.4241,104950.0114,106101.5834,107219.2066,108313.4594,109386.8407,110448.0606,111500.5095,112547.5099,113597.7786,114658.2864,115728.4671,116814.9714,117916.1246,119029.4104,120160.0252,121312.8947,122476.7885,123666.3185,124869.5711,126091.2263,127327.7227,128586.211,129854.9227,131142.7104,132459.6574
