,Distrito,Cluster KM,Cluster HAC ,Cluster DB SP
418,"SAN MARTIN, LAMAS, CUÑUMBUQUI",0,2,0
419,"SAN MARTIN, LAMAS, LAMAS",0,2,0
420,"SAN MARTIN, LAMAS, PINTO RECODO",0,2,0
421,"SAN MARTIN, LAMAS, RUMISAPA",0,2,0
422,"SAN MARTIN, LAMAS, SAN ROQUE DE CUMBAZA",0,2,0
423,"SAN MARTIN, LAMAS, SHANAO",0,2,0
424,"SAN MARTIN, LAMAS, TABALOSOS",0,2,0
425,"SAN MARTIN, LAMAS, ZAPATERO",0,2,0
426,"SAN MARTIN, MARISCAL CACERES, CAMPANILLA",0,2,0
427,"SAN MARTIN, MARISCAL CACERES, HUICUNGO",0,2,0
428,"SAN MARTIN, MARISCAL CACERES, JUANJUI",0,2,0
429,"SAN MARTIN, MARISCAL CACERES, PACHIZA",0,2,0
430,"SAN MARTIN, MARISCAL CACERES, PAJARILLO",0,2,0
