Dep-Prov-Distrito,Distrito,Semana,Incidencia semanal,Casos,Año
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,6,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,7,7.10581,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,8,14.2116,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,9,14.2116,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,10,42.6348,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,11,35.529,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,12,35.529,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,13,42.6348,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,14,21.3174,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,15,21.3174,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,16,7.10581,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,17,7.10581,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,18,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,38,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,39,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,40,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,41,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,42,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,43,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,44,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,45,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,46,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,47,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,48,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,49,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,50,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,51,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,52,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,53,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,37,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,36,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,35,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,34,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,33,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,32,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,31,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,30,63.9522,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,29,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,28,14.2116,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,19,14.2116,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,20,14.2116,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,21,7.10581,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,22,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,23,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,24,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,25,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,26,0.0,0.0,2015
"SAN MARTIN, MARISCAL CACERES, PAJARILLO",PAJARILLO,27,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,23,6.05473,1.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,24,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,25,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,26,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,27,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,28,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,29,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,30,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,31,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,32,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,33,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,34,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,35,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,36,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,37,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,38,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,43,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,44,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,48,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,49,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,39,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,40,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,41,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,42,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,45,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,46,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,47,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,50,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,51,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,52,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,53,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,1,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,2,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,3,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,4,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,5,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,6,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,7,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,8,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,9,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,10,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,11,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,12,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,13,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,14,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,15,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,16,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,17,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,18,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,19,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,20,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,21,0.0,0.0,2015
"LAMBAYEQUE, CHICLAYO, OYOTUN",OYOTUN,22,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,18,31.3152,15.0,2015
"PIURA, PIURA, LA UNION",LA UNION,17,10.4384,9.0,2015
"PIURA, PIURA, LA UNION",LA UNION,23,10.4384,2.0,2015
"PIURA, PIURA, LA UNION",LA UNION,19,10.4384,19.0,2015
"PIURA, PIURA, LA UNION",LA UNION,52,10.4384,2.0,2015
"PIURA, PIURA, LA UNION",LA UNION,43,10.4384,1.0,2015
"PIURA, PIURA, LA UNION",LA UNION,47,0.0,1.0,2015
"PIURA, PIURA, LA UNION",LA UNION,16,0.0,6.0,2015
"PIURA, PIURA, LA UNION",LA UNION,37,0.0,1.0,2015
"PIURA, PIURA, LA UNION",LA UNION,14,0.0,1.0,2015
"PIURA, PIURA, LA UNION",LA UNION,20,0.0,27.0,2015
"PIURA, PIURA, LA UNION",LA UNION,49,0.0,2.0,2015
"PIURA, PIURA, LA UNION",LA UNION,50,0.0,2.0,2015
"PIURA, PIURA, LA UNION",LA UNION,15,0.0,4.0,2015
"PIURA, PIURA, LA UNION",LA UNION,21,0.0,4.0,2015
"PIURA, PIURA, LA UNION",LA UNION,27,0.0,1.0,2015
"PIURA, PIURA, LA UNION",LA UNION,42,0.0,1.0,2015
"PIURA, PIURA, LA UNION",LA UNION,44,0.0,1.0,2015
"PIURA, PIURA, LA UNION",LA UNION,45,0.0,1.0,2015
"PIURA, PIURA, LA UNION",LA UNION,24,0.0,1.0,2015
"PIURA, PIURA, LA UNION",LA UNION,28,0.0,1.0,2015
"PIURA, PIURA, LA UNION",LA UNION,48,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,46,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,41,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,22,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,25,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,26,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,29,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,30,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,31,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,32,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,33,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,34,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,35,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,36,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,38,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,39,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,40,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,53,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,51,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,13,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,12,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,11,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,10,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,9,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,8,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,7,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,6,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,5,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,4,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,3,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,2,0.0,0.0,2015
"PIURA, PIURA, LA UNION",LA UNION,1,0.0,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,41,134.481,8.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,30,80.6885,4.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,42,228.618,3.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,44,201.721,2.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,49,322.754,2.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,40,430.339,2.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,29,188.273,3.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,31,309.306,3.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,36,161.377,2.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,27,161.377,3.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,22,349.65,2.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,12,107.585,2.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,18,322.754,2.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,43,53.7924,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,45,26.8962,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,46,40.3443,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,47,26.8962,1.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,48,40.3443,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,50,13.4481,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,51,13.4481,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,52,13.4481,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,53,26.8962,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,39,26.8962,1.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,37,13.4481,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,38,13.4481,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,32,13.4481,1.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,33,13.4481,1.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,34,13.4481,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,35,0.0,1.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,28,0.0,1.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,26,0.0,1.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,25,0.0,1.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,24,0.0,1.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,23,0.0,1.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,21,0.0,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,20,0.0,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,19,0.0,1.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,17,0.0,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,16,0.0,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,15,0.0,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,13,0.0,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,14,0.0,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,11,0.0,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,10,0.0,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,9,0.0,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,8,0.0,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,7,0.0,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,6,0.0,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,5,0.0,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,4,0.0,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,3,0.0,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,2,0.0,0.0,2015
"LA LIBERTAD, TRUJILLO, LA ESPERANZA",LA ESPERANZA,1,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,51,22.6193,3.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,19,22.6193,8.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,20,0.0,10.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,21,0.0,6.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,22,0.0,4.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,18,0.0,3.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,16,0.0,3.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,23,0.0,2.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,50,0.0,1.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,39,0.0,1.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,24,0.0,1.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,25,0.0,1.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,15,0.0,1.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,14,0.0,1.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,53,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,52,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,49,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,48,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,47,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,46,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,45,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,44,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,43,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,26,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,27,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,28,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,29,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,30,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,31,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,32,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,33,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,34,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,35,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,36,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,37,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,38,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,40,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,41,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,42,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,17,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,1,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,13,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,12,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,11,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,10,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,9,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,8,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,7,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,6,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,5,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,4,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,3,0.0,0.0,2015
"PIURA, SECHURA, SECHURA",SECHURA,2,0.0,0.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,15,0.0,66.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,20,0.0,20.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,29,0.0,4.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,31,0.0,3.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,16,0.0,70.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,14,0.0,65.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,18,0.0,27.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,19,0.0,40.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,21,0.0,25.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,22,0.0,24.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,27,0.0,9.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,28,0.0,10.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,30,0.0,4.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,17,0.0,13.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,24,0.0,15.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,25,0.0,10.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,23,0.0,7.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,26,0.0,5.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,35,0.0,2.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,40,0.0,1.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,43,0.0,1.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,44,0.0,1.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,45,0.0,1.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,47,0.0,1.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,50,0.0,2.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,52,0.0,2.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,34,0.0,0.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,36,0.0,0.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,37,0.0,0.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,38,0.0,0.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,39,0.0,0.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,41,0.0,0.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,46,0.0,0.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,48,0.0,0.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,49,0.0,0.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,51,0.0,0.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,53,0.0,0.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,32,0.0,1.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,33,0.0,1.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,42,5.69768,1.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,3,5.69768,22.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,4,5.69768,26.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,8,0.0,22.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,9,5.69768,41.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,10,17.093,39.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,11,68.3722,39.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,12,0.0,67.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,13,0.0,44.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,5,0.0,11.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,6,5.69768,9.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,7,5.69768,15.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,2,51.2791,8.0,2015
"PIURA, MORROPON, MORROPON",MORROPON,1,39.8838,2.0,2015
"PIURA, PIURA, TAMBO GRANDE",TAMBO GRANDE,14,0.0,178.0,2015
"PIURA, PIURA, TAMBO GRANDE",TAMBO GRANDE,12,0.0,10.0,2015
"PIURA, PIURA, TAMBO GRANDE",TAMBO GRANDE,13,167.665,29.0,2015
"PIURA, PIURA, TAMBO GRANDE",TAMBO GRANDE,15,71.8563,271.0,2015
"PIURA, PIURA, TAMBO GRANDE",TAMBO GRANDE,17,95.8084,174.0,2015
"PIURA, PIURA, TAMBO GRANDE",TAMBO GRANDE,20,71.8563,132.0,2015
"PIURA, PIURA, TAMBO GRANDE",TAMBO GRANDE,22,0.0,142.0,2015
"PIURA, PIURA, TAMBO GRANDE",TAMBO GRANDE,16,0.0,203.0,2015
"PIURA, PIURA, TAMBO GRANDE",TAMBO GRANDE,19,23.9521,165.0,2015
